  6 8 20.8  10 7 14 7  3001
  6 8 20.8  12 8 12 9  2758.0365565
  6 8 20.8  10 10 18 8  3001
  6 8 20.8  11 9 22 7  2901.3399583
  6 8 20.8  9 6 14 7  2812.6757384
  6 8 20.8  7 6 6 7  2766.6977174
  6 8 20.8  14 9 5 7  2867.7254347
  6 8 20.8  16 7 18 8  2897.5897549
  6 8 20.8  6 8 20 6  2893.5488798
  6 8 20.8  16 5 8 10  2914.3033468
  6 8 20.8  16 9 23 10  3001
  6 8 20.8  16 6 10 5  2874.4713175
  6 8 20.8  6 8 11 9  2881.6351295
  6 8 20.8  16 7 23 5  3001
  6 8 20.8  11 6 7 9  2864.574146
  6 8 20.8  9 6 20 10  2935.8565374
  6 8 20.8  6 9 16 6  2782.8080946
  6 8 20.8  16 10 13 6  2898.7353516
  6 8 20.8  16 10 10 10  2880.4926346
  6 8 20.8  12 5 18 6  2801.5737477
  6 8 20.8  10 9 8 5  3001
  6 8 20.8  7 5 10 5  3001
  6 8 20.8  8 10 7 9  2938.6192348
  6 8 20.8  16 6 12 10  3001
  6 8 20.8  14 9 10 5  3001
  6 8 20.8  10 5 11 9  3001
  6 8 20.8  12 10 8 10  2848.9799942
  6 8 20.8  15 5 5 5  2846.1685039
  6 8 20.8  13 5 15 9  3001
  6 8 20.8  14 10 16 10  2912.899153
  6 8 20.8  15 6 14 5  3001
  6 8 20.8  14 9 16 6  2935.936565
  6 8 20.8  9 9 11 7  2864.5392506
  6 8 20.8  13 6 10 7  2867.2322585
  6 8 20.8  11 10 15 6  2833.0299053
  6 8 20.8  12 6 23 10  2868.7734575
  6 8 20.8  9 5 23 5  2847.3779284
  6 8 20.8  13 9 20 10  2900.507006
  6 8 20.8  8 7 16 10  3001
  6 8 20.8  14 5 22 7  3001
  6 8 20.8  9 6 18 7  2823.3405259
  6 8 20.8  14 9 20 6  2843.4894983
  6 8 20.8  10 9 15 10  2850.2779692
  6 8 20.8  7 5 20 6  3001
  6 8 20.8  14 5 19 10  2928.5329895
  6 8 20.8  12 5 15 5  2816.860292
  6 8 20.8  16 6 15 8  2888.8924391
  6 8 20.8  12 8 12 5  2846.8631162
  6 8 20.8  15 5 18 5  2829.4557786
  6 8 20.8  6 9 12 5  2833.373046
  6 8 20.8  8 10 23 10  3001
  6 8 20.8  6 10 19 8  2905.4087352
  6 8 20.8  11 5 18 10  2823.7643348
 6 8  9 12 8 12 9  2639.1998514
 6 8  5 12 8 12 9  2567.9610397
 6 8 13 12 8 12 9  2602.5597432
 6 8 16 12 8 12 9  2689.7013588
 6 8 17 12 8 12 9  2728.6107071
 6 8 19 12 8 12 9  2803.2349355
 6 8  8 12 8 12 9  2613.6861786
 6 8 18 12 8 12 9  2828.0086379
 6 8 21 12 8 12 9  2355.2913437
 6 8 11 12 8 12 9  2442.9453487
 6 8 15 12 8 12 9  2616.4475264
 6 8  7 12 8 12 9  2586.3983784
 6 8  6 12 8 12 9  2714.7572704
 6 8 14 12 8 12 9  2647.0685903
 6 8 20 12 8 12 9  2920.4482762
 6 8 12 12 8 12 9  2434.3224229
 6 8 10 12 8 12 9  2741.2947862
 6 8 10 12 8 12 9  2682.1336918
 6 8 30 12 8 12 9  2640.8924977
 6 8 26 12 8 12 9  2544.8530916
 6 8 25 12 8 12 9  2423.5923883
 6 8 24 12 8 12 9  2450.0138774
 6 8  2 12 8 12 9  2880.4494858
 6 8 23 12 8 12 9  2629.5268083
 6 8 28 12 8 12 9  2522.2877193
 6 8  3 12 8 12 9  2849.0161012
 6 8 22 12 8 12 9  2484.4365207
6 8 5 6 6 21 7  2614.9923056
6 8 5 6 8 8 8  2560.2662738
6 8 6 6 5 17 10  2724.4093209
6 8 5 13 7 19 9  2560.6548016
6 8 5 9 9 23 9  2602.1559528
6 8 5 7 6 16 5  2612.77425
6 8 5 9 8 16 10  2579.9054688
6 8 5 6 6 5 9  2671.9167974
6 8 5 9 6 22 5  2549.4716888
6 8 5 13 6 15 7  2564.3957868
6 8 5 9 9 13 5  2596.1066576
6 8 5 10 9 15 9  2573.1190667
6 8 5 8 8 13 5  2556.3014577
6 8 5 13 5 9 8  2569.0815598
6 8 5 14 5 13 8  2582.7292206
6 8 5 12 8 19 10  2596.4088953
6 8 5 15 6 10 6  2610.5567819
6 8 5 9 10 13 10  2509.5913905
6 8 5 8 10 19 7  2596.3051054
6 8 5 8 6 16 8  2602.8268787
6 8 5 8 6 23 6  2608.7101035
6 8 5 8 9 21 5  2615.333634
6 8 5 13 7 19 10  2593.5792571
6 8 5 12 8 17 10  2571.6590266
6 8 5 10 7 22 5  2530.5165491
6 8 5 16 6 7 6  2563.2983249
6 8 5 15 6 7 9  2594.602668
6 8 5 10 9 5 9  2563.1039178
6 8 5 13 10 7 8  2567.2854743
6 8 5 8 6 6 10  2603.1863968
6 8 5 8 9 9 7  2624.5353898
6 8 5 10 9 13 9  2562.1520677
6 8 5 12 9 8 6  2591.8330021
6 8 5 8 8 16 7  2561.9451874
6 8 5 8 7 22 9  2611.235967
6 8 5 9 5 20 6  2560.8062666
6 8 5 10 9 20 10  2648.5276499
6 8 18 10 9 5 8  2878.0394332
6 8 5 12 10 18 9  2572.3778004
6 8 5 11 8 10 5  2580.0093107
6 8 5 13 10 18 7  2579.2572149
6 8 5 14 8 17 7  2610.528884
6 8 5 13 7 22 6  2601.5300645
6 8 5 15 9 18 6  2656.5482996
6 8 5 15 7 12 8  2618.9711617
6 8 7 7 5 22 9  2570.765657
6 8 6 16 7 22 6  2754.0018133
6 8 7 15 7 21 7  2618.9908547
6 8 8 13 9 23 8  2549.2652691
6 8 6 10 5 5 7  2794.5006177
6 8 6 15 9 22 6  2885.6617475
6 8 9 11 5 19 7  2754.3392218
6 8 9 16 6 22 8  2723.0621357
6 8 6 8 8 22 10  2880.6811053
6 8 7 12 6 23 8  2537.5917197
6 8 7 9 10 23 7  2520.5376209
6 8 9 8 7 22 8  2732.3094277
6 8 10 8 7 22 7  2684.9592781
6 8 7 10 8 23 5  2505.5633243
6 8 10 10 6 23 6  2708.5852012
6 8 10 10 6 23 7  2783.8795562
6 8 10 7 7 22 6  2687.2427057
6 8 7 16 7 22 8  2563.8845748
6 8 8 7 8 21 5  2542.2181894
6 8 9 16 8 23 6  2743.4556009
6 8 8 9 9 23 7  2558.5244728
6 8 9 10 9 23 5  2758.8595841
6 8 5 14 5 22 9  2596.9862043
6 8 8 15 9 22 7  2520.2585114
6 8 10 7 5 22 10  2706.1796261
6 8 8 8 9 23 8  2589.8311704
6 8 6 6 9 22 7  2805.2437804
6 8 5 15 7 23 6  2630.1822485
6 8 8 7 8 22 6  2551.8040835
6 8 9 7 5 23 9  2632.1441586
6 8 10 8 7 23 10  2671.7519639
6 8 11 11 9 23 5  2464.0200395
6 8 10 8 10 22 5  2772.7047936
6 8 8 12 7 23 5  2539.7579883
6 8 11 15 8 23 9  2411.8953586
6 8 10 16 8 22 6  2859.1578551
6 8 12 11 10 20 6  2535.8838636
6 8 13 11 6 5 5  2478.9159798
6 8 13 16 5 20 6  2661.7505846
